census_code,gnis_feature_id,latitude,longitude,name,pce_reporting_id,aea_energy_region_id,aea_energy_region,alaska_native_regional_corporation_id,alaska_native_regional_corporation_name,census_area_id,census_area_census_code,census_area_county_code,census_area_gnis_feature_id,census_area_historical,census_area_name,census_area_notes
26100.0,2418584,63.941202,-145.57398,Fort Greely,,,,,,24,99240,240,1419983,False,Southeast Fairbanks Census Area,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990."
26760.0,1402276,66.5647222,-145.2738889,Fort Yukon,332020.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
26835.0,2418586,64.6028341,-149.12006,Four Mile Road,,5.0,Railbelt,,,29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
26870.0,1402342,64.9580556,-147.6183333,Fox,,5.0,Railbelt,,,8,99090,90,1419969,False,Fairbanks North Star Borough,
26910.0,1866945,59.8583333,-150.9583333,Fox River,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
27090.0,1866947,59.7361111,-151.2952778,Fritz Creek,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
27145.0,1865552,60.5019444,-150.7622222,Funny River,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
27420.0,1402448,62.3019444,-145.3019444,Gakona,,7.0,Copper River/Chugach,1.0,"Ahtna, Incorporated",25,99261,261,1419984,False,Valdez-Cordova Census Area,
27530.0,1402457,64.7333333,-156.9275,Galena,331990.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
27640.0,1402463,63.7797222,-171.7411111,Gambell,331320.0,9.0,Bering Straits,,,17,99180,180,1419977,False,Nome Census Area,
27700.0,1866948,58.0566667,-135.5077778,Game Creek,,,,,,10,33390,105,2371430,False,Hoonah-Angoon Census Area,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1."
28200.0,1865553,61.5727778,-149.2408333,Gateway,,5.0,Railbelt,,,16,99170,170,1419976,False,Matanuska-Susitna Borough,
28350.0,1402539,61.8938889,-157.7177778,Georgetown,,,,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
28410.0,1422161,60.9425,-149.1663889,Girdwood,,5.0,Railbelt,,,3,99020,20,1416061,False,Anchorage Municipality,
28590.0,2418599,61.9074835,-147.50484,Glacier View,,5.0,Railbelt,,,16,99170,170,1419976,False,Matanuska-Susitna Borough,
28740.0,1402643,62.1091667,-145.5463889,Glennallen,,7.0,Copper River/Chugach,,,25,99261,261,1419984,False,Valdez-Cordova Census Area,
29130.0,2582713,64.9339114,-148.0083822,Goldstream,,5.0,Railbelt,,,8,99090,90,1419969,False,Fairbanks North Star Borough,
29180.0,1402760,64.5433333,-163.0291667,Golovin,332000.0,9.0,Bering Straits,4.0,Bering Straits Native Corporation,17,99180,180,1419977,False,Nome Census Area,
29290.0,1415910,59.1188889,-161.5875,Goodnews Bay,331330.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
30060.0,1402921,62.9036111,-160.0647222,Grayling,331340.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
30500.0,1403046,62.2713889,-145.3822222,Gulkana,,7.0,Copper River/Chugach,1.0,"Ahtna, Incorporated",25,99261,261,1419984,False,Valdez-Cordova Census Area,
30940.0,1403078,58.4133333,-135.7369444,Gustavus,332010.0,4.0,Southeast,,,10,33390,105,2371430,False,Hoonah-Angoon Census Area,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1."
31050.0,1422400,59.228589,-135.444114,Haines,331120.0,4.0,Southeast,,,9,99100,100,1419970,False,Haines Borough,
31270.0,1781963,59.595,-151.225,Halibut Cove,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
31375.0,1403136,62.8961111,-163.8941667,Hamilton,,,,6.0,Calista Corporation,26,99270,158,1419985,False,Kusilvak Census Area,"Formerly known as the Wade Hampton Census Area, FIPS code 270"
31710.0,1866949,59.9472222,-151.7322222,Happy Valley,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
31765.0,2418611,64.3714024,-146.5991,Harding-Birch Lakes,,5.0,Railbelt,,,8,99090,90,1419969,False,Fairbanks North Star Borough,
32150.0,1403275,63.8569444,-148.9661111,Healy,,5.0,Railbelt,,,6,99068,68,1419988,False,Denali Borough,"Created from part of the Yukon-Koyukuk Census Area (02-290) and an unpopulated part of the Southeast Fairbanks Census Area (02-240) effective December 7, 1990; 1990 population: 1,682."
32310.0,2419534,63.9872308,-144.6998325,Healy Lake,331130.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",24,99240,240,1419983,False,Southeast Fairbanks Census Area,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990."
32550.0,1866951,57.4658333,-133.3533333,Hobart Bay,,,,,,10,33390,105,2371430,False,Hoonah-Angoon Census Area,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1."
32810.0,1866952,55.5566667,-132.6363889,Hollis,331140.0,4.0,Southeast,,,21,99198,198,1419980,False,Prince of Wales-Hyder Census Area,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613."
33030.0,1403447,62.1994444,-159.7713889,Holy Cross,331350.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
33140.0,1413141,59.6425,-151.5483333,Homer,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
33360.0,1403488,58.11,-135.4436111,Hoonah,332670.0,4.0,Southeast,12.0,Sealaska Corporation,10,33390,105,2371430,False,Hoonah-Angoon Census Area,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1."
33470.0,1403493,61.5311111,-166.0966667,Hooper Bay,331360.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,26,99270,158,1419985,False,Kusilvak Census Area,"Formerly known as the Wade Hampton Census Area, FIPS code 270"
33580.0,1422645,60.9202778,-149.6402778,Hope,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
33800.0,1416613,61.6302778,-149.8180556,Houston,,5.0,Railbelt,,,16,99170,170,1419976,False,Matanuska-Susitna Borough,
33910.0,1403596,66.0488889,-154.2555556,Hughes,332030.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
34350.0,1403644,65.6986111,-156.3997222,Huslia,331370.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
34460.0,1422709,55.2080556,-132.8266667,Hydaburg,331150.0,4.0,Southeast,12.0,Sealaska Corporation,21,99198,198,1419980,False,Prince of Wales-Hyder Census Area,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613."
34570.0,1422711,55.9169444,-130.0247222,Hyder,,,,,,21,99198,198,1419980,False,Prince of Wales-Hyder Census Area,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613."
34790.0,1403706,59.3277778,-155.8947222,Igiugig,332040.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,15,99164,164,1419975,False,Lake and Peninsula Borough,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384."
35120.0,1403763,59.7567965,-154.9110837,Iliamna,332050.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,15,99164,164,1419975,False,Lake and Peninsula Borough,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384."
,1422736,60.9872222,-149.5136111,Indian,,5.0,Railbelt,,,3,99020,20,1416061,False,Anchorage Municipality,
35890.0,1894909,55.9,-159.4833333,Ivanof Bay,,,,5.0,Bristol Bay Native Corporation,15,99164,164,1419975,False,Lake and Peninsula Borough,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384."
35950.0,1866953,59.4469444,-151.5102778,Jakolof Bay,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
36400.0,1404263,58.3019444,-134.4197222,Juneau,,4.0,Southeast,12.0,Sealaska Corporation,11,99110,110,1419971,False,Juneau City and Borough,
36540.0,1413247,59.67,-151.4341667,Kachemak,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
,1415989,59.7915,-151.0747,Kachemak Selo,,,,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
36655.0,1404309,56.868931,-153.7955164,Kaguyak,,,,10.0,"Koniag, Incorporated",14,99150,150,1419974,False,Kodiak Island Borough,
36770.0,1422926,56.9758333,-133.9472222,Kake,332680.0,4.0,Southeast,12.0,Sealaska Corporation,20,99195,195,2516404,False,Petersburg Census Area,"Created from the remainder of the former Wrangell-Petersburg Census Area (02-280) when the new Wrangell City and Borough was created effective June 1, 2008; estimated population: 4,260. Created from part of former Petersburg Census Area (02-195) and part of Hoonah-Angoon Census Area (02-105) effective January 3, 2013; estimated population 3,203."
36990.0,1404349,70.1319444,-143.6238889,Kaktovik,332370.0,11.0,North Slope,3.0,Arctic Slope Regional Corporation,18,99185,185,1419978,False,North Slope Borough,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986."
37250.0,1413260,60.4183333,-151.29,Kalifornsky,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
81320.0,1404378,61.5372222,-160.3052778,Kalskag,331720.0,2.0,Lower Yukon-Kuskokwim,10.0,"Koniag, Incorporated",4,99050,50,1419966,False,Bethel Census Area,
37430.0,1404379,64.3272222,-158.7219444,Kaltag,331380.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
37480.0,1404401,57.5727792,-156.0431783,Kanatak,,,,,,14,99150,150,1419974,False,Kodiak Island Borough,
37540.0,1404456,57.5719444,-154.4555556,Karluk,331740.0,1.0,Kodiak,10.0,"Koniag, Incorporated",14,99150,150,1419974,False,Kodiak Island Borough,
37650.0,1404468,55.5388889,-132.4008333,Kasaan,331210.0,4.0,Southeast,12.0,Sealaska Corporation,21,99198,198,1419980,False,Prince of Wales-Hyder Census Area,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613."
37975.0,1404483,60.8955556,-162.5180556,Kasigluk,331390.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
38090.0,1413283,60.3375,-151.2744444,Kasilof,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
38420.0,1413299,60.5544444,-151.2583333,Kenai,,5.0,Railbelt,8.0,"Cook Inlet Region, Incorporated",12,99122,122,1419972,False,Kenai Peninsula Borough,
38910.0,1866955,61.7191667,-144.9483333,Kenny Lake,,7.0,Copper River/Chugach,,,25,99261,261,1419984,False,Valdez-Cordova Census Area,
38970.0,1423039,55.3422222,-131.6461111,Ketchikan,,4.0,Southeast,,,13,99130,130,1419973,False,Ketchikan Gateway Borough,"Annexed a substantial portion of the former Prince of Wales-Outer Ketchikan Census Area (02-201), including most of the area known as Outer Ketchikan effective May 19, 2008; estimated added population: 7. As a result, the remaining area of the former Prince of Wales-Outer Ketchikan Census Area was renamed Prince of Wales-Hyder Census Area (02-198)."
39300.0,1413311,66.975,-160.4227778,Kiana,331400.0,8.0,Northwest Arctic,11.0,"NANA Regional Corporation, Incorporated",19,99188,188,1419979,False,Northwest Arctic Borough,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831."
39410.0,1418792,55.0616667,-162.3102778,King Cove,332070.0,3.0,Aleutians,2.0,Aleut Corporation,1,99013,13,1419964,False,Aleutians East Borough,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643."
80175.0,1411501,64.9775,-168.0572222,King Island,,,,4.0,Bering Straits Native Corporation,17,99180,180,1419977,False,Nome Census Area,
39630.0,1404738,58.6883333,-156.6613889,King Salmon,332280.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,5,99060,60,1419967,False,Bristol Bay Borough,
39740.0,1404781,59.9388889,-164.0413889,Kipnuk,332080.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
39960.0,1413348,67.7269444,-164.5333333,Kivalina,331410.0,8.0,Northwest Arctic,11.0,"NANA Regional Corporation, Incorporated",19,99188,188,1419979,False,Northwest Arctic Borough,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831."
40400.0,1423100,55.5522222,-133.0958333,Klawock,331155.0,4.0,Southeast,12.0,Sealaska Corporation,21,99198,198,1419980,False,Prince of Wales-Hyder Census Area,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613."
40510.0,1866956,59.4038889,-135.8844444,Klukwan,332700.0,4.0,Southeast,12.0,Sealaska Corporation,10,33390,105,2371430,False,Hoonah-Angoon Census Area,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1."
40645.0,2418663,61.5126174,-149.60012,Knik-Fairview,,5.0,Railbelt,,,16,99170,170,1419976,False,Matanuska-Susitna Borough,
40670.0,2418662,61.4600112,-148.91237,Knik River,,5.0,Railbelt,8.0,"Cook Inlet Region, Incorporated",16,99170,170,1419976,False,Matanuska-Susitna Borough,
40840.0,1413362,66.9072222,-156.8811111,Kobuk,332090.0,8.0,Northwest Arctic,11.0,"NANA Regional Corporation, Incorporated",19,99188,188,1419979,False,Northwest Arctic Borough,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831."
40950.0,1404875,57.79,-152.4072222,Kodiak,,1.0,Kodiak,10.0,"Koniag, Incorporated",14,99150,150,1419974,False,Kodiak Island Borough,
41210.0,2418665,57.7658667,-152.60004,Kodiak Station,,1.0,Kodiak,,,14,99150,150,1419974,False,Kodiak Island Borough,
41280.0,1404333,59.4394444,-154.7761111,Kokhanok,332100.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,15,99164,164,1419975,False,Lake and Peninsula Borough,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384."
41500.0,1404914,59.7286111,-157.2844444,Koliganek,332110.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,7,99070,70,1419968,False,Dillingham Census Area,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384."
41610.0,1404934,59.9532731,-162.8951327,Kongiganak,332510.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
41720.0,1404964,63.0341667,-163.5533333,Kotlik,332120.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,26,99270,158,1419985,False,Kusilvak Census Area,"Formerly known as the Wade Hampton Census Area, FIPS code 270"
41830.0,1413378,66.8983333,-162.5966667,Kotzebue,332130.0,8.0,Northwest Arctic,11.0,"NANA Regional Corporation, Incorporated",19,99188,188,1419979,False,Northwest Arctic Borough,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831."
41940.0,1404981,64.9319444,-161.1569444,Koyuk,331420.0,9.0,Bering Straits,4.0,Bering Straits Native Corporation,17,99180,180,1419977,False,Nome Census Area,
42050.0,1404984,64.8802778,-157.7008333,Koyukuk,332140.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
42160.0,1424959,56.8144444,-132.9805556,Kupreanof,,,,,,20,99195,195,2516404,False,Petersburg Census Area,"Created from the remainder of the former Wrangell-Petersburg Census Area (02-280) when the new Wrangell City and Borough was created effective June 1, 2008; estimated population: 4,260. Created from part of former Petersburg Census Area (02-195) and part of Hoonah-Angoon Census Area (02-105) effective January 3, 2013; estimated population 3,203."
42380.0,1405119,60.8122222,-161.4358333,Kwethluk,332150.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
42490.0,1405122,59.8644444,-163.1341667,Kwigillingok,332160.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
42805.0,1865556,62.2813889,-146.5511111,Lake Louise,,5.0,Railbelt,,,16,99170,170,1419976,False,Matanuska-Susitna Borough,
42820.0,1405185,63.8827778,-152.3122222,Lake Minchumina,,6.0,Yukon-Koyukuk/Upper Tanana,,,29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
42832.0,2418681,61.6052854,-149.3066138,Lakes,,5.0,Railbelt,,,16,99170,170,1419976,False,Matanuska-Susitna Borough,
43040.0,1405216,57.54,-153.9786111,Larsen Bay,332170.0,1.0,Kodiak,10.0,"Koniag, Incorporated",14,99150,150,1419974,False,Kodiak Island Borough,
43260.0,1866958,61.6261111,-148.9455556,Lazy Mountain,,5.0,Railbelt,,,16,99170,170,1419976,False,Matanuska-Susitna Borough,
43810.0,1405300,59.1141667,-156.8588889,Levelock,332180.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,15,99164,164,1419975,False,Lake and Peninsula Borough,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384."
44030.0,1405351,61.3563889,-155.4355556,Lime Village,332190.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
44580.0,1405579,65.5244444,-148.5447222,Livengood,,,,,,29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
45020.0,1423422,55.6025,-131.6361111,Loring,,4.0,Southeast,,,13,99130,130,1419973,False,Ketchikan Gateway Borough,"Annexed a substantial portion of the former Prince of Wales-Outer Ketchikan Census Area (02-201), including most of the area known as Outer Ketchikan effective May 19, 2008; estimated added population: 7. As a result, the remaining area of the former Prince of Wales-Outer Ketchikan Census Area was renamed Prince of Wales-Hyder Census Area (02-198)."
45295.0,1865557,60.0725,-149.4411111,Lowell Point,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
45460.0,1405763,61.5122222,-160.3580556,Lower Kalskag,331430.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
45700.0,1866960,59.3411111,-135.5655556,Lutak,,,,,,9,99100,100,1419970,False,Haines Borough,
46780.0,1405922,65.0011111,-150.6338889,Manley Hot Springs,332200.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
46890.0,1405927,58.9813889,-159.0583333,Manokotak,332210.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,7,99070,70,1419968,False,Dillingham Census Area,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384."
47000.0,1405984,61.8777778,-162.0811111,Marshall,331440.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,26,99270,158,1419985,False,Kusilvak Census Area,"Formerly known as the Wade Hampton Census Area, FIPS code 270"
47220.0,1895603,65.1488994,-165.0677585,Mary's Igloo,,,,4.0,Bering Straits Native Corporation,17,99180,180,1419977,False,Nome Census Area,
45790.0,1406098,61.4333333,-142.9216667,McCarthy,,,,,,25,99261,261,1419984,False,Valdez-Cordova Census Area,
46010.0,1406131,62.9563889,-155.5958333,McGrath,332220.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
46560.0,1423625,63.7327778,-148.9141667,McKinley Park,,5.0,Railbelt,,,6,99068,68,1419988,False,Denali Borough,"Created from part of the Yukon-Koyukuk Census Area (02-290) and an unpopulated part of the Southeast Fairbanks Census Area (02-240) effective December 7, 1990; 1990 population: 1,682."
47735.0,1866961,61.6247222,-149.6011111,Meadow Lakes,,5.0,Railbelt,,,16,99170,170,1419976,False,Matanuska-Susitna Borough,
47990.0,1406211,60.3880556,-166.185,Mekoryuk,331450.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
48200.0,1866962,62.0661111,-146.45,Mendeltna,,7.0,Copper River/Chugach,,,25,99261,261,1419984,False,Valdez-Cordova Census Area,
48540.0,1406241,62.9211111,-143.7691667,Mentasta Lake,331160.0,7.0,Copper River/Chugach,1.0,"Ahtna, Incorporated",25,99261,261,1419984,False,Valdez-Cordova Census Area,
48590.0,2582714,60.8109892,-164.4991078,Mertarvik,,,,,,4,99050,50,1419966,False,Bethel Census Area,
48870.0,1423661,55.1291667,-131.5722222,Metlakatla,,4.0,Southeast,,,21,99198,198,1419980,False,Prince of Wales-Hyder Census Area,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613."
48980.0,1423664,55.7408333,-132.2563889,Meyers Chuck,,,,,,27,99275,275,2516402,False,Wrangell City and Borough,"Created from part of the former Wrangell-Petersburg Census Area (02-280) and part of Prince of Wales-Outer Ketchikan Census Area (02-201) (Meyers Chuck area) effective June 1, 2008; estimated population: 2,448. The remainder of the former Wrangell-Petersburg Census Area was established as the new Petersburg Census Area (02-195) effective June 1, 2008."
49450.0,1413533,59.6675,-151.4347222,Miller Landing,,,,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
49530.0,1406419,65.150411,-149.349708,Minto,331460.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
50080.0,1406548,64.71,-147.1436111,Moose Creek,,5.0,Railbelt,,,8,99090,90,1419969,False,Fairbanks North Star Borough,
50190.0,1417076,60.4875,-149.3688889,Moose Pass,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
50800.0,1866963,59.5291667,-136.0911111,Mosquito Lake,,4.0,Southeast,,,9,99100,100,1419970,False,Haines Borough,
51180.0,1406655,62.0855556,-163.7294444,Mountain Village,331470.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,26,99270,158,1419985,False,Kusilvak Census Area,"Formerly known as the Wade Hampton Census Area, FIPS code 270"
51455.0,1865558,59.1597222,-135.3758333,Mud Bay,,,,,,9,99100,100,1419970,False,Haines Borough,
51960.0,1406770,62.3719444,-143.0086111,Nabesna,,7.0,Copper River/Chugach,,,25,99261,261,1419984,False,Valdez-Cordova Census Area,
52060.0,1406798,58.7283333,-157.0138889,Naknek,332280.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,5,99060,60,1419967,False,Bristol Bay Borough,
52210.0,1412986,59.3563889,-151.9208333,Nanwalek,,5.0,Railbelt,7.0,Chugach Alaska Corporation,12,99122,122,1419972,False,Kenai Peninsula Borough,
52250.0,1406828,61.54,-158.6741667,Napaimute,,,,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
52390.0,1406829,60.6966667,-161.9519444,Napakiak,332290.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
52720.0,1406834,60.7080556,-161.7661111,Napaskiak,332300.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
